,recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access
55,39514488,"{'steamid': '76561198219731611', 'num_games_owned': 192, 'num_reviews': 69, 'playtime_forever': 52534, 'playtime_last_two_weeks': 1103, 'last_played': 1575718758}",english,"[h1]PUBG is NOW BETTER THAN EVER![/h1]
I always prefer a game with a [b]story[/b]. That's the reason, I never played solid shooting games like CS:GO, R6S etc. But this game! PUBG is totally different. It's not only just kill and score. It's totally a unique game to me. I really want to thanks the [b]developers[/b] for thinking of such a new pattern of gaming genre. I'm listing some of the things I liked about this game...

[+] Team playing.
[+] Good graphics.
[+] Every match gives u enough time to plan, sneek and kill.
[+] 3/4 man squad mode is really the best to enjoy this game with friends.
[+] Playing solo is enjoyable as well.
[+] Takes a very little time for matchmaking.
[+] Gameplay is solid, realistic and enjoyable.
[+] Developers working to keep fair play environment all the time.
[+] Weather sync is amazing! 

There are not really say something bad about this game. Why? yes, every game has some problems but hey! when u enjoy a game that much, who cares about little problems. But I'm mentioning them as well...

[-] Has some minor bugs.
[-] Server becomes laggy sometimes.",1516551487,1545319763,True,10,4,0.594835221767425537,3,True,False,False
56,42863780,"{'steamid': '76561198263345920', 'num_games_owned': 45, 'num_reviews': 2, 'playtime_forever': 2256, 'playtime_last_two_weeks': 0, 'last_played': 1561291802}",english,70 Tl verip ilk çıktığında almıştım. Başta çok kötü fps değerleri alıyordum 30 gibi ama şuan 50-60 civarında rahat oyanayabiliyorum. Bazı Buglar hala var. Ama sizden datanızı yollaması için crash app'i açıyor. Datanızı yollamanızı tavsiye ederim çünkü bu oyun hepimiz sayesinde gelişecek.,1529455520,1529455520,True,5,0,0.59372258186340332,0,True,False,False
57,39836788,"{'steamid': '76561198070195572', 'num_games_owned': 115, 'num_reviews': 1, 'playtime_forever': 4485, 'playtime_last_two_weeks': 0, 'last_played': 1530754309}",english,i love the feeling of raw viseral fear when i hear the footsteps of a stranger in the house and then i shoot and it was actually my friend and we all mourn the loss.,1517732385,1517735050,True,5,2,0.593239426612854004,1,True,False,False
58,40987517,"{'steamid': '76561198032118041', 'num_games_owned': 375, 'num_reviews': 20, 'playtime_forever': 5102, 'playtime_last_two_weeks': 0, 'last_played': 1544051354}",english,PUBG > Fortnite,1521782790,1521782790,True,7,0,0.59320533275604248,3,True,False,False
59,41290021,"{'steamid': '76561198204237217', 'num_games_owned': 132, 'num_reviews': 13, 'playtime_forever': 11417, 'playtime_last_two_weeks': 6, 'last_played': 1574624914}",english,"▒█▀▀█ ▒█▀▀▀ ▒█▀▀█ ▀█▀ ▒█▀▀▀█ ▒█▄░▒█
▒█▄▄▀ ▒█▀▀▀ ▒█░▄▄ ▒█░ ▒█░░▒█ ▒█▒█▒█
▒█░▒█ ▒█▄▄▄ ▒█▄▄█ ▄█▄ ▒█▄▄▄█ ▒█░░▀█

▒█░░░ ▒█▀▀▀█ ▒█▀▀█ ▒█░▄▀
▒█░░░ ▒█░░▒█ ▒█░░░ ▒█▀▄░
▒█▄▄█ ▒█▄▄▄█ ▒█▄▄█ ▒█░▒█

▒█▀▀█ ▒█░▒█ ▀█▀ ▒█▄░▒█ ░█▀▀█
▒█░░░ ▒█▀▀█ ▒█░ ▒█▒█▒█ ▒█▄▄█
▒█▄▄█ ▒█░▒█ ▄█▄ ▒█░░▀█ ▒█░▒█",1522892050,1522892050,True,5,1,0.593094944953918457,1,True,False,False
60,38793102,"{'steamid': '76561198046998901', 'num_games_owned': 38, 'num_reviews': 1, 'playtime_forever': 279038, 'playtime_last_two_weeks': 1960, 'last_played': 1575749430}",english,Very nice game,1514491737,1514491737,True,5,1,0.592993795871734619,1,True,False,False
61,47449387,"{'steamid': '76561198146911076', 'num_games_owned': 1064, 'num_reviews': 197, 'playtime_forever': 19309, 'playtime_last_two_weeks': 0, 'last_played': 1555860969}",english,"8/10!

I would recommend this game to anyone who is looking for a semi realistic (BR) Battle Royal game. I find it's fun playing solo but to get the best experience I would recommend playing with a group of mates is the way to go. Although this game can be buggy at times it's defiantly worth the price. Had many funny moments on this game and I'm sure there will be many more to come!",1544483397,1544483881,True,51,8,0.592359304428100586,0,True,False,False
62,40480804,"{'steamid': '76561198071772411', 'num_games_owned': 13, 'num_reviews': 1, 'playtime_forever': 96088, 'playtime_last_two_weeks': 0, 'last_played': 1568314908}",english,love the game hate the hackers...,1519889763,1519889763,True,6,0,0.59233856201171875,1,True,False,False
63,38442873,"{'steamid': '76561198060745872', 'num_games_owned': 138, 'num_reviews': 7, 'playtime_forever': 50132, 'playtime_last_two_weeks': 0, 'last_played': 1573810125}",english,"You'll notice that the majority of those leaving poor reviews often have well over 150 hours played on the game, and are still playing. Yeah there is hackers and they really need to do more about it, as well as basically range banning mainland China due to their flooding of other servers, but other than that it's a pretty fuckin' amazing game.

There are very few games, like PUBG, that will get your heart racing and the adrenaline pumping, and give you hours of fun. Even with all the bashing against the game I will still play it, and so will those leaving bad reviews.",1513733673,1513733673,True,12,1,0.59112250804901123,0,True,False,True
64,44626788,"{'steamid': '76561198052282336', 'num_games_owned': 73, 'num_reviews': 1, 'playtime_forever': 47049, 'playtime_last_two_weeks': 24, 'last_played': 1574900850}",english,"This game does NOT deserve the reviews it has been given. There are some issues, yes, but the playerbase has become one that can never be satisfied. Go through all of the updates in the news and see for yourself. Every time they fix something, the players spam for something else that ""needs"" to be fixed. Yes there are some issues, but they don't show themselves very often and anti-cheat is getting better.

If you have a lot of friends to play with, this game is an absolute blast. I for one don't play Solos very often, but you can definitely have some tense, incredible moments happen in that gamemode. You can play seriously in Duos or Squads or you can just kick back, relax, and frag out with your friends. Desync has been a rising issue, some days it's fine other days it's borderline unbearable, but when you're having those incredibly satisfying Kar98 headshots or getting a double kill with a frag, you'll forget all about it.

There's no reason this game should be mixed on Steam. It's mostly the playerbase that complains ""Why are you adding new content when your game is clearly broken?"" To this I say do you really think the content creation team and tech team are the same thing? There are people dedicated to fixing, and making things.

TLDR: This game does not deserve the reviews it has been given. The playerbase usually complains about anything. Yes there are some issues but the amount of fun you will have overshadows that by a long shot.",1536387858,1536387858,True,235,25,0.589135408401489258,38,True,False,False
65,39325012,"{'steamid': '76561198070970775', 'num_games_owned': 53, 'num_reviews': 2, 'playtime_forever': 53764, 'playtime_last_two_weeks': 0, 'last_played': 1569691023}",english,MEME GAME,1515891770,1515891770,True,5,0,0.588517189025878906,1,True,False,False
66,39297212,"{'steamid': '76561198263560001', 'num_games_owned': 104, 'num_reviews': 5, 'playtime_forever': 21181, 'playtime_last_two_weeks': 0, 'last_played': 1570334558}",english,"Pubg or PLAYERUNKNOWN'S BATTLEGROUNDS is a very challenging multiplayer, battle royale game.",1515812283,1515812283,True,5,0,0.588323354721069336,0,True,False,False
67,40773842,"{'steamid': '76561198230976932', 'num_games_owned': 55, 'num_reviews': 3, 'playtime_forever': 7507, 'playtime_last_two_weeks': 0, 'last_played': 1550941482}",english,"If you're looking for a game review you've come to the wrong place. But if youre looking for a bomb ass ravioli recipe you've come to the right place.

Ingredients
- To Make the Dough
375 grams (3 cups) plain flour
1/2 teaspoon salt
2 eggs
1/4 cup (50 ml / 3½ tablespoons) olive oil
1/2 cup (120 ml / 8 tablespoons) water
Extra flour for dusting 


- To Make Cheese Filling
15 ounces (425 grams) container Ricotta cheese
5 ounces (142 g/about 1/2 cup plus 2 tablespoons) ""3 Cheese Italian Blend"" (Parmesan, Romano & Asiago)
Note: grate these cheeses yourself and create your own custom blend.
1/2 cup cheddar cheese
2 eggs, lightly beaten
1/2 teaspoon salt
1/2 teaspoon pepper


- Extras
Your favorite sauce for the ravioli (i.e. marinara/ marijuana)
Parmesan cheese
Basil
Fried vegetables
Shrimp
Fish slices
Chicken pieces 
Make the Ravioli filling.
cinnamon

- In a small mixing bowl, add the ricotta and mash with a fork.
- Add in the 3-cheese blend, Cheddar cheese, eggs, salt, and pepper.
- Mix all ingredients thoroughly until you have a smooth, paste-like consistency.
- Cover the bowl with plastic wrap and place it in the refrigerator for about 30 minutes. 

Make the Ravioli dough.

- Crack eggs into a large mixing bowl and beat them with a fork. Add water, oil, and salt. Mix.
- Add 1 cup flour to the bowl. Use a fork to mix the flour with the eggs, water, oil, and salt. Repeat with the rest of the flour. Mix until a smooth dough is formed.
- Clear and clean off a large work surface and dust it with flour. This is where you are going to roll out your dough.
- Take the dough out of the mixing bowl, shape it into a ball, and place it on your work surface. Knead for at least 10 minutes or until it becomes elastic.
- Dust a rolling pin with flour to prevent the dough from sticking. Roll out the dough until it is about 1/8 inch (1/3 cm) thick, or about the thickness of 2 stacked quarters.
- With a cookie cutter or upside-down water glass, cut out circles in the dough (will make about 15-20 dough circles).
- Ball up the unused dough and either roll it out and make a couple more raviolis, or wrap it and put in the freezer for another time. Dough can keep for weeks when frozen. Just make sure to wrap well so that it doesn’t suffer from freezer burn or absorb freezer odor. 

Fill the Ravioli shells.

- Take the ravioli filling out of the refrigerator and place a tablespoon of it in middle of a dough.
- Fill a small bowl with water, dip your fingers in, and moisten around the outer edge of the dough circle.
- Fold the dough in half over the filling, making a half-moon shape. Be sure all the filling stays inside. Pinch the edges together and then seal the edges of the ravioli with a fork. Make sure to press firmly and go all the way around. This will add a “homemade” touch as well.
- Repeat this process for all your dough circles.
- Dust the finished ravioli with flour to keep them from sticking together. 

Form the Shells and Fill Using a Ravioli maker.

- Roll the dough into two sheets
- Place one sheet on the ravioli maker, and form the filling cups.
- Fill with the ravioli mixture.
- Lay the second sheet of dough on top, and roll it out. This will seal in the filling.
- Remove and separate the finished raviolis.

Cook the Ravioli.

- Fill a large pot with water and bring to a boil.
- Place the ravioli in boiling water for 5-6 minutes, or until they float. You can also test for doneness by nibbling on the edges to test.
- If you don't want to make all the ravioli at one time, you can freeze the rest 
- Take ravioli out of boiling water with large slotted spoon and place on warmed plates

Serve it up.
Top with your favorite sauce, grate some fresh cheese over it, and enjoy",1520889812,1520889812,True,5,5,0.587813615798950195,3,True,False,False
68,38172582,"{'steamid': '76561198304914537', 'num_games_owned': 29, 'num_reviews': 6, 'playtime_forever': 16357, 'playtime_last_two_weeks': 61, 'last_played': 1575497760}",english,"By: [url=http://steamcommunity.com/id/patrick508200] PatrickS	[/url]

Player Unknown's Battlegrounds has been blowing up lately. Breaking records on steam while still being in Early Access.

Now let's start with the core gameplay of PUBG. You drop out of a plane on a large island with 99 other people. While looting the island and all its buildings you'll be forced to stay within a certain area called the Player Zone. The Player Zone get's smaller and smaller during the game. Since loot is spawned randomly games will have a certain factor of ""luck"". 

The graphics in PUBG look great if everything is maxed out and the map is 8x8km which is rather big. However unfortunately the map is pretty boring. While roaming the island and looting your way through it, you'll come across loads of attachments. These make looting a lot more interesting. Now you have a reason to keep looting once you have a gun, armor and some medical supplies. Deciding what place to go next takes a bit of strategical planning, would it already be looted? Where will the player zone move to? Do I use the car or do I go walking so they won't hear me? Etc.

Player Unknown's Battleground is rather buggy. The game doesn't have the best optimization and has a lot of buys/flaws. You can't climb/vault at all, putting your gun to a window and peaking doesn't work great and loads of other small bugs. Now don't get me wrong, the game does get updated and new weapons get added from time to time, but they honestly should focus on fixing the bugs a bit more.

Now why is Player Unknown's Battlegrounds receiving so much negative attention? It's due to a couple of reasons. First of all, the bigger your game gets the more people you get that dislike it of course. Second of all, the developers broke a couple of promises. They've promised us there would be no micro transactions during Early access, yet here they are. They've delayed the vaulting update 3 times now, they're calling out and threatening other Battle Royale games for copying PUBG, banning people who kill streamers with the reason ""stream sniping"" & they're not really fast on fixing updates and bringing out new content. 

Does this mean Player Unknown's Battleground is a bad game? No. In fact it's a great game, and although it's a bit boring if you play solo, the game is great and one of the better Battle Royale games out there at the moment. It's a blast with friends and before you know, you have been playing for hours. Looting until your loadout is perfect and sneaking up on players is really fun and killing enemy's is satisfying for sure.

Overall, if you're looking for a good Battle Royale game, Player Unknown is a great option. Just be sure you like the slow paced gameplay. If you're not entirely sure if PUBG is something for you I can highly suggest free variants like Fortnite.",1512804884,1512804884,True,5,0,0.587684094905853271,0,True,False,False
69,38448880,"{'steamid': '76561198091777654', 'num_games_owned': 254, 'num_reviews': 47, 'playtime_forever': 3618, 'playtime_last_two_weeks': 0, 'last_played': 1539727990}",english,"It's like playing solo Dota 2 in TPS/FPS mode, you farm (loot) then die.

吃鸡怎么切换第三人称

4/5 (this game was gifted by Falcon)",1513757616,1513757616,True,7,1,0.58761298656463623,0,True,True,True
70,41384001,"{'steamid': '76561198086555358', 'num_games_owned': 96, 'num_reviews': 39, 'playtime_forever': 13058, 'playtime_last_two_weeks': 0, 'last_played': 1529260742}",english,its ok.,1523292437,1523292437,True,5,0,0.587325394153594971,4,True,False,False
71,39921614,"{'steamid': '76561198058485708', 'num_games_owned': 401, 'num_reviews': 30, 'playtime_forever': 22936, 'playtime_last_two_weeks': 0, 'last_played': 1571628671}",english,"▒█▀▀█ ▒█▀▀▀ ▒█▀▀█ ▀█▀ ▒█▀▀▀█ ▒█▄░▒█
▒█▄▄▀ ▒█▀▀▀ ▒█░▄▄ ▒█░ ▒█░░▒█ ▒█▒█▒█
▒█░▒█ ▒█▄▄▄ ▒█▄▄█ ▄█▄ ▒█▄▄▄█ ▒█░░▀█

▒█░░░ ▒█▀▀▀█ ▒█▀▀█ ▒█░▄▀
▒█░░░ ▒█░░▒█ ▒█░░░ ▒█▀▄░
▒█▄▄█ ▒█▄▄▄█ ▒█▄▄█ ▒█░▒█

▒█▀▀█ ▒█░▒█ ▀█▀ ▒█▄░▒█ ░█▀▀█
▒█░░░ ▒█▀▀█ ▒█░ ▒█▒█▒█ ▒█▄▄█
▒█▄▄█ ▒█░▒█ ▄█▄ ▒█░░▀█ ▒█░▒█",1518060615,1518060615,True,5,1,0.587034344673156738,0,True,False,False
72,40783252,"{'steamid': '76561198188058926', 'num_games_owned': 45, 'num_reviews': 5, 'playtime_forever': 39128, 'playtime_last_two_weeks': 0, 'last_played': 1545810794}",english,"3 words


▒█▀▀█ ▒█▀▀▀ ▒█▀▀█ ▀█▀ ▒█▀▀▀█ ▒█▄░▒█
▒█▄▄▀ ▒█▀▀▀ ▒█░▄▄ ▒█░ ▒█░░▒█ ▒█▒█▒█
▒█░▒█ ▒█▄▄▄ ▒█▄▄█ ▄█▄ ▒█▄▄▄█ ▒█░░▀█

▒█░░░ ▒█▀▀▀█ ▒█▀▀█ ▒█░▄▀
▒█░░░ ▒█░░▒█ ▒█░░░ ▒█▀▄░
▒█▄▄█ ▒█▄▄▄█ ▒█▄▄█ ▒█░▒█

▒█▀▀█ ▒█░▒█ ▀█▀ ▒█▄░▒█ ░█▀▀█
▒█░░░ ▒█▀▀█ ▒█░ ▒█▒█▒█ ▒█▄▄█
▒█▄▄█ ▒█░▒█ ▄█▄ ▒█░░▀█ ▒█░▒█",1520932778,1520932778,True,5,0,0.58701622486114502,0,True,False,False
73,38980875,"{'steamid': '76561198086393751', 'num_games_owned': 123, 'num_reviews': 18, 'playtime_forever': 12558, 'playtime_last_two_weeks': 0, 'last_played': 1561475227}",english,"I should have played fortnite instead of buying this game. I am stuck with chinese people saying china #1 tho its cool and lit, I like chinese people, The new map is fucking broken and bugged nice going player unknown.",1514913515,1514913515,True,5,0,0.586908996105194092,1,True,False,False
74,46210832,"{'steamid': '76561198151968090', 'num_games_owned': 133, 'num_reviews': 4, 'playtime_forever': 3000, 'playtime_last_two_weeks': 0, 'last_played': 1561260881}",english,"I mean, It's fun.. Have some friends and a Gud pc. :p",1542875424,1542875424,True,7,0,0.586226880550384521,0,True,False,False
75,38421851,"{'steamid': '76561198109567664', 'num_games_owned': 111, 'num_reviews': 7, 'playtime_forever': 39929, 'playtime_last_two_weeks': 181, 'last_played': 1575749981}",english,"In this game you battle the server, the fps, the broken lobby and sometimes other players",1513648909,1513648909,True,4,3,0.585747420787811279,0,True,False,True
76,41394418,"{'steamid': '76561197972572247', 'num_games_owned': 94, 'num_reviews': 1, 'playtime_forever': 39517, 'playtime_last_two_weeks': 0, 'last_played': 1566155652}",english,"One of my Favorite games to play in a long time, But hackers are runining thte game and devs are slow to fix this and many other problems in game. instead they waste the investment on a mobile game.",1523351925,1523351925,True,4,0,0.584905624389648438,0,True,True,False
77,40627875,"{'steamid': '76561198208632683', 'num_games_owned': 31, 'num_reviews': 4, 'playtime_forever': 58196, 'playtime_last_two_weeks': 274, 'last_played': 1575542921}",english,Fun game to play with friends. But too much caonima. :(,1520421710,1520421710,True,4,0,0.584905624389648438,1,True,False,False
78,40299593,"{'steamid': '76561198399762335', 'num_games_owned': 16, 'num_reviews': 2, 'playtime_forever': 17990, 'playtime_last_two_weeks': 0, 'last_played': 1567289105}",english,Its is a great game but stupid creators did some shit to it and it fucking lags. KYS,1519302891,1519302891,True,4,1,0.584905624389648438,0,True,False,False
79,38471533,"{'steamid': '76561198251075510', 'num_games_owned': 43, 'num_reviews': 5, 'playtime_forever': 31282, 'playtime_last_two_weeks': 1, 'last_played': 1575264247}",english,GOOD GAME BUT DAD DOESNT LIKE ME BEING ABUSED AT SPAWN WHEN COUNT DOWN TIMER STARTS.. :/,1513816344,1513816344,True,4,1,0.584905624389648438,0,True,False,True
80,48098484,"{'steamid': '76561198414006827', 'num_games_owned': 12, 'num_reviews': 10, 'playtime_forever': 115537, 'playtime_last_two_weeks': 2116, 'last_played': 1575598274}",english,top,1546615909,1546615909,True,4,0,0.584158420562744141,3,True,True,False
81,39806630,"{'steamid': '76561198430300910', 'num_games_owned': 4, 'num_reviews': 1, 'playtime_forever': 20833, 'playtime_last_two_weeks': 0, 'last_played': 1548398306}",english,"
▒█▀▀█ ▒█▀▀▀ ▒█▀▀█ ▀█▀ ▒█▀▀▀█ ▒█▄░▒█
▒█▄▄▀ ▒█▀▀▀ ▒█░▄▄ ▒█░ ▒█░░▒█ ▒█▒█▒█
▒█░▒█ ▒█▄▄▄ ▒█▄▄█ ▄█▄ ▒█▄▄▄█ ▒█░░▀█

▒█░░░ ▒█▀▀▀█ ▒█▀▀█ ▒█░▄▀
▒█░░░ ▒█░░▒█ ▒█░░░ ▒█▀▄░
▒█▄▄█ ▒█▄▄▄█ ▒█▄▄█ ▒█░▒█

▒█▀▀█ ▒█░▒█ ▀█▀ ▒█▄░▒█ ░█▀▀█
▒█░░░ ▒█▀▀█ ▒█░ ▒█▒█▒█ ▒█▄▄█
▒█▄▄█ ▒█░▒█ ▄█▄ ▒█░░▀█ ▒█░▒█",1517632237,1517632237,True,5,1,0.583907902240753174,0,True,False,False
82,55101247,"{'steamid': '76561197965386613', 'num_games_owned': 12, 'num_reviews': 2, 'playtime_forever': 6965, 'playtime_last_two_weeks': 192, 'last_played': 1575795933}",english,Cartoon bikes are fun.,1568440495,1568440495,True,23,16,0.583826899528503418,0,True,False,False
83,56958642,"{'steamid': '76561198041153724', 'num_games_owned': 1823, 'num_reviews': 22, 'playtime_forever': 227467, 'playtime_last_two_weeks': 19191, 'last_played': 1575796695}",english,"PUBG didn’t kickstart the Battle Royale genre, but it was the first to refine all the elements and really make them work. Inspired by Kinji Fukasaku’s 2000 movie, a Battle Royale game sees a large number of players thrown into a single area – in PUBG’s case, 100 – where they battle it out until only one survives. To improve their chances they can scavenge for weapons, weapon modifications, body armour and ammo, all of which give them some hope of not dying within the first seconds of a gunfight.

PlayerUnknown’s Battlegrounds has taken the military-sim gameplay popularized by games like ARMA and DayZ, boiled it down to its most exciting parts, and streamlined it into quick and accessible rounds of pure, hassle-free, survival-based action. Even though each game starts the same way, its remarkable ability to feel like a new, tense adventure each and every round has kept me coming back for hours on end.

While PUBG focuses on executing the core mechanics that make battle royale-like games great, it lacks technical refinement. At launch, PUBG is noticeably improved from its early access days, but frame rates can still fluctuate inexplicably. Even a high-end PC can have trouble maintaining a consistent framerate with relatively modest graphics settings, evidence of PUBG's ongoing optimization struggles.

PUBG's technical shortcomings can undermine its broader achievements on rare occasions, but they don't override your desire to continue playing. Each phase of a match presents a different type of tension that is equal parts thrilling and terrifying, driven by the insatiable desire to be the last person (or squad) standing. Whether you play solo or in a group, successfully executing adaptive tactics to win intense, high-stakes firefights makes for an incredibly rewarding experience. Every player has unique stories of their most memorable matches, and even after hundreds of hours, PUBG continues to inspire rousing tales of victory and defeat.

 Postive
 
 +The high-stakes nature of combat makes enemy engagement a constant thrill
 +Emergent tactical situations whether you play solo, in a duo, or with a full squad
 +Intrinsically rewarding; strong sense of accomplishment
 +Unpredictable variables make each match feel unique
 Negative 

 -Technical problems (crashes, glitches) can ruin a good match
 -No in-game guides or tutorials
 -Unpredictable performance hits, even on high-end hardware

6,5/10",1573430135,1574863746,True,5,1,0.583333313465118408,0,True,False,False
84,42050514,"{'steamid': '76561198346504920', 'num_games_owned': 39, 'num_reviews': 3, 'playtime_forever': 28277, 'playtime_last_two_weeks': 0, 'last_played': 1547378063}",english,LOT OF BUGS LAGGS POOR GRAPHICS BUT STILL LOVE IT,1526390125,1526390125,True,4,2,0.583333313465118408,0,True,True,False
85,41712278,"{'steamid': '76561198332851419', 'num_games_owned': 9, 'num_reviews': 2, 'playtime_forever': 17158, 'playtime_last_two_weeks': 0, 'last_played': 1547240606}",english,Great game,1524814563,1524814563,True,4,0,0.583333313465118408,0,True,False,False
86,41230351,"{'steamid': '76561198827444421', 'num_games_owned': 18, 'num_reviews': 1, 'playtime_forever': 8224, 'playtime_last_two_weeks': 29, 'last_played': 1575002158}",english,OOO,1522683164,1522683164,True,4,1,0.583333313465118408,0,True,True,False
87,40203973,"{'steamid': '76561197995059120', 'num_games_owned': 624, 'num_reviews': 40, 'playtime_forever': 17757, 'playtime_last_two_weeks': 0, 'last_played': 1537716709}",english,"8/10

hope that they will improve tickrate",1518985045,1518985045,True,4,0,0.583333313465118408,0,True,False,False
88,40073784,"{'steamid': '76561197964692545', 'num_games_owned': 502, 'num_reviews': 4, 'playtime_forever': 62568, 'playtime_last_two_weeks': 1083, 'last_played': 1575748498}",english,"[b][u]A match briefly looks like this:[/u][/b]

[h1][b](･.◤)[/b][/h1]  Parachuting

[h1][b](；一_一)[/b][/h1] Arrive at Military/School/Hacienda/Casino

[h1][b] ̿ ̿ ̿'̿'\̵͇̿̿\з=(•_•)=ε/̵͇̿̿/'̿'̿ ̿ [/b][/h1] Quick loot

[h1][b](ʘᗩʘ')[/b][/h1] Hear shots nearby

[h1][b](づ￣ ³￣)づ[/b][/h1] Enemy spotted

[h1][b]⤜(ʘ_ʘ)⤏[/b][/h1] Kill

[h1][b]ᕕ( ᐛ )ᕗ[/b][/h1] Circle is coming, no vehicles around, keep running...

[h1][b](ﾉ◕ヮ◕)ﾉ*:･ﾟ✧[/b][/h1] Reach border of the circle

[h1][b]ᕦ(ò_óˇ)ᕤ[/b][/h1] Healing 

[h1][b] ▄︻̷̿┻̿═━一 ﴾͡๏̯͡๏﴿ O'RLY?[/b][/h1] Camper kills you [h1][b]ᕙ(⇀‸↼‶)ᕗ[/b][/h1]

[h1][b](ノಠ益ಠ)ノ彡┻━┻[/b][/h1] Exit to lobby

Play again, worth [h1][b][̲̅$̲̅(̲̅30)̲̅$̲̅][/b][/h1]


This game is so addictive, especially with friends!! :)",1518631290,1518632081,True,4,3,0.583333313465118408,2,True,False,False
89,39187551,"{'steamid': '76561198087564159', 'num_games_owned': 66, 'num_reviews': 1, 'playtime_forever': 57013, 'playtime_last_two_weeks': 166, 'last_played': 1574996131}",english,"Epic game, nothing else to say",1515434155,1515434155,True,4,0,0.583333313465118408,0,True,False,False
90,39112209,"{'steamid': '76561198421062239', 'num_games_owned': 33, 'num_reviews': 6, 'playtime_forever': 5296, 'playtime_last_two_weeks': 0, 'last_played': 1562632102}",english,"john wick is faster Than This game

optimize? pfff what a joke",1515231491,1520709818,True,4,2,0.583333313465118408,0,True,False,False
91,39049059,"{'steamid': '76561197962504513', 'num_games_owned': 76, 'num_reviews': 1, 'playtime_forever': 246064, 'playtime_last_two_weeks': 5497, 'last_played': 1575766524}",english,This game is awesome. I used to play a lot. But since the hack issue became out of control i haven't play much. Its an absolute joke. I joined 3 matches yesterday and i've been killed by a chinese hacker in all of them so i went to watch Netflix instead. Please find a way to fix it so everyone can play and have fun like it should be.,1515074284,1515074284,True,7,0,0.583333313465118408,0,True,False,False
92,38930111,"{'steamid': '76561198422539264', 'num_games_owned': 9, 'num_reviews': 4, 'playtime_forever': 1792, 'playtime_last_two_weeks': 0, 'last_played': 1546166358}",english,"ITS NOT SUITABLE FOR NVIDIA 940M 4GB ....25 TO 30 FPS... SAD FOR ME
",1514799914,1514799914,True,4,1,0.583333313465118408,0,True,True,False
93,38927651,"{'steamid': '76561198049689675', 'num_games_owned': 188, 'num_reviews': 26, 'playtime_forever': 20105, 'playtime_last_two_weeks': 31, 'last_played': 1574836352}",english,"In the past 25 games I've played on NA servers, I've died to a hacker at least 12 of those games, and I've seen someone hitting headshots only in the killfeed in probably 17 of those games.  Not saying its impossible to hit 7 headshots in a row with a kar-98k, but when you see someone with a name ZGH7900032 headshot your whole squad with 100% accuracy, there's just a tad bit of suspicion.
In about 15 games on Asian servers, only ran into one hacker using speedhacks, aimbot and wallhack.

Since most of the Chinese hackers play in NA servers, just play on Asian servers.

-ping doesn't seem to be that bad all the time
-suppressors win games (might have something to do with loud LAN cafes in Asia) and the suppressors seem to spawn way more often (at least 1 AR or SR suppressor in big cities).
-the players' reaction times are awful",1514792661,1517277627,True,4,0,0.583333313465118408,0,True,False,False
94,38911887,"{'steamid': '76561198212562656', 'num_games_owned': 76, 'num_reviews': 2, 'playtime_forever': 14914, 'playtime_last_two_weeks': 0, 'last_played': 1566337899}",english,"PLAYERUNKNOWN'S BATTLEGROUNDS is  a WONDERFUL game ... I have to say that I loved it the day that it came out , its really astonishing! So what I liked about this game? PEOPLE THAT ARE RACISTS , ALL THE FUCKING BUGS IN THIS GAME , THERE IS EVEN A CAR NAMED BUGGY GUESS WHY??? THERE ARE BUGS EVERYWHERE

Generally it was a nice game and I had a lot of fun , but FUCK BUGS AND RACISTS

Do not forget EVERYONE GOES TO SCHOOL , GO THERE TO FCK THEM ALL ! DONT BE A CHICKEN , NUGGET!!!!",1514747715,1543256209,True,4,2,0.583333313465118408,2,True,False,False
95,38516939,"{'steamid': '76561198131996194', 'num_games_owned': 79, 'num_reviews': 13, 'playtime_forever': 14575, 'playtime_last_two_weeks': 0, 'last_played': 1558455245}",english,Oyun çok güzel ve bayada bir zor solo bile eğlenceli oluyor fakat çok iyi bir bilgisayar istiyo minimum sistem gereksinimleri ile 25-45 fps alabiliyorum rahatca ve sıkıntı yapmıyor pek kısacası çok güzel oyun parasına değiyor ve almanızı öneriyorum..,1513918904,1513918904,True,4,1,0.583333313465118408,0,True,False,False
96,38225553,"{'steamid': '76561198173157386', 'num_games_owned': 32, 'num_reviews': 1, 'playtime_forever': 10053, 'playtime_last_two_weeks': 0, 'last_played': 1528272625}",english,"Recommended if you have friends to play squad with or at least duo. Solo, not so much. Your blood pressure goes up when you spend half an hour looting just to end up being headshotted out of nowhere upon exiting a house.",1512956888,1512956888,True,4,0,0.583333313465118408,0,True,False,True
